spec	Collection Coden	full_species	genus	species	genus_species	Subfamily	Tribe	County (nr = not recorded)	Locality	Date (nr = not recorded)	YYYY-MM-DD	Year	Month	Day	Collector/Photographer	No. specimens	Lat	Long	D-D Lat	D-D Long	GPS error (m)	Collecting Method	Notes	Specimen or Image ID no. (if applicable)
spec3942	UKIC	Orthosoma brunneum (Forster, 1771)	Orthosoma	brunneum	Orthosoma_brunneum	Prioninae	Prionini	Meade	Otter Creek Park	8/10/79	8/10/79	1979	8	10	Tom Johnson	1			37.93376	-86.034778	2289	Blacklight		UKIC_0000953
spec3943	UKIC	Orthosoma brunneum (Forster, 1771)	Orthosoma	brunneum	Orthosoma_brunneum	Prioninae	Prionini	Meade	Otter Creek Park	8/8/81	8/8/81	1981	8	8	Tom Johnson	1			37.93376	-86.034778	2289	Blacklight		UKIC_0000878
spec3944	UKIC	Orthosoma brunneum (Forster, 1771)	Orthosoma	brunneum	Orthosoma_brunneum	Prioninae	Prionini	Meade	Otter Creek Park	8/8/81	8/8/81	1981	8	8	Tom Johnson	1			37.93376	-86.034778	2289			UKIC_0000937
spec3945	UKIC	Orthosoma brunneum (Forster, 1771)	Orthosoma	brunneum	Orthosoma_brunneum	Prioninae	Prionini	Meade	Otter Creek Park	8/8/81	8/8/81	1981	8	8	Tom Johnson	1			37.93376	-86.034778	2289			UKIC_0000919
spec3946	UKIC	Orthosoma brunneum (Forster, 1771)	Orthosoma	brunneum	Orthosoma_brunneum	Prioninae	Prionini	Menifee	Red River Gorge, West Fork of Indian Creek	7/20/79	7/20/79	1979	7	20	Tom Johnson	1			37.86897	-83.67636	10000			UKIC_0000604
spec3947	UKIC	Orthosoma brunneum (Forster, 1771)	Orthosoma	brunneum	Orthosoma_brunneum	Prioninae	Prionini	Morgan	Malone	7/11/85	7/11/85	1985	7	11	T Ramsey	1			37.872032	-83.258233	3036			UKIC_0000787
spec3948	iNat	Orthosoma brunneum (Forster, 1771)	Orthosoma	brunneum	Orthosoma_brunneum	Prioninae	Prionini	Muhlenberg	Muhlenberg County	6/21/18	6/21/18	2018	6	21	ericwilliams	1			37.2985624	-87.382153	2	Photo only		14255952
spec3949	UKIC	Orthosoma brunneum (Forster, 1771)	Orthosoma	brunneum	Orthosoma_brunneum	Prioninae	Prionini	Nelson	Bardstown	6/22/67	6/22/67	1967	6	22	G Florence	1			37.809228	-85.466902	4723			UKIC_0000301
spec3950	UKIC	Orthosoma brunneum (Forster, 1771)	Orthosoma	brunneum	Orthosoma_brunneum	Prioninae	Prionini	nr	KY	7/4/42	7/4/42	1942	7	4	HB Lovell	1			1	1			Locality not legible - looks like "Pine Rib"	UKIC_0001102
spec3951	WKUC	Orthosoma brunneum (Forster, 1771)	Orthosoma	brunneum	Orthosoma_brunneum	Prioninae	Prionini	nr	Critt	7/3/65	7/3/65	1965	7	3		1			1	1			Could be Crittenden County or the town of Crittenden?	
spec3952	UKIC	Orthosoma brunneum (Forster, 1771)	Orthosoma	brunneum	Orthosoma_brunneum	Prioninae	Prionini	Oldham	Horner Bird Sanctuary (a.k.a. U of L Farm), Old Zaring Road	7/9/78	7/9/78	1978	7	9	Charles V Covelle, Jr	1			38.356	-85.498	1000			UKIC_0000464
spec3953	iNat	Orthosoma brunneum (Forster, 1771)	Orthosoma	brunneum	Orthosoma_brunneum	Prioninae	Prionini	Oldham	La Grange	7/16/21	7/16/21	2021	7	16	shmeather	1			38.3915443	-85.348129	65	Photo only		87299943
spec3954	iNat	Orthosoma brunneum (Forster, 1771)	Orthosoma	brunneum	Orthosoma_brunneum	Prioninae	Prionini	Owen	Georgetown Rd, Owenton	6/27/21	6/27/21	2021	6	27	coopallen2011	1			38.5083638	-84.795164	171	Photo only		84697598
spec3955	iNat	Orthosoma brunneum (Forster, 1771)	Orthosoma	brunneum	Orthosoma_brunneum	Prioninae	Prionini	Perry	Hazard	7/19/21	7/19/21	2021	7	19	dave_logsdon	1			37.313076	-83.23777	20	Photo only		87722966
spec3956	iNat	Orthosoma brunneum (Forster, 1771)	Orthosoma	brunneum	Orthosoma_brunneum	Prioninae	Prionini	Powell	Powell County	7/27/19	7/27/19	2019	7	27	cladonia_chris	1			37.6557433	-83.644828		Photo only		30212567
spec3957	iNat	Orthosoma brunneum (Forster, 1771)	Orthosoma	brunneum	Orthosoma_brunneum	Prioninae	Prionini	Powell	Daniel Boone National Forest, Stanton	7/24/20	7/24/20	2020	7	24	spookablemonster	1			37.82145	-83.66455	5	Photo only		54465432
spec3958	iNat	Orthosoma brunneum (Forster, 1771)	Orthosoma	brunneum	Orthosoma_brunneum	Prioninae	Prionini	Rockcastle	Mt. Vernon 40456	7/25/20	7/25/20	2020	7	25	eric_helton-noah	1			37.342545	-84.315601	5	Photo only		54324461
spec3959	UKIC	Orthosoma brunneum (Forster, 1771)	Orthosoma	brunneum	Orthosoma_brunneum	Prioninae	Prionini	Rowan	near Green Valley Acres	7/10/81	7/10/81	1981	7	10	T Ramsey	1			38.154	-83.465	3000			UKIC_0000663
spec3960	UKIC	Orthosoma brunneum (Forster, 1771)	Orthosoma	brunneum	Orthosoma_brunneum	Prioninae	Prionini	Rowan	Long Hungry	7/22/81	7/22/81	1981	7	22	T Ramsey	1			38.196256	-83.421076	25565	Street light		UKIC_0001041
spec3961	UKIC	Orthosoma brunneum (Forster, 1771)	Orthosoma	brunneum	Orthosoma_brunneum	Prioninae	Prionini	Rowan	Long Hungry	7/16/82	7/16/82	1982	7	16	T Ramsey	1			38.196256	-83.421076	25565	Blacklight trap		UKIC_0001043
spec3962	UKIC	Orthosoma brunneum (Forster, 1771)	Orthosoma	brunneum	Orthosoma_brunneum	Prioninae	Prionini	Rowan	Mouth of Bratton Branch	8/2/83	8/2/83	1983	8	2	T Ramsey	1			38.18675	-83.4953	100	Incandescent light		UKIC_0000365
spec3963	CMNH	Orthosoma brunneum (Forster, 1771)	Orthosoma	brunneum	Orthosoma_brunneum	Prioninae	Prionini	Rowan	CR 1274, 1.5 mi W of SR 519	11-Jul-05	7/11/05	2005	7	11	LC Koehn	1			38.119	-83.428	500			
spec3964	iNat	Orthosoma brunneum (Forster, 1771)	Orthosoma	brunneum	Orthosoma_brunneum	Prioninae	Prionini	Rowan	Morehead: Cook Branch	7/11/20	7/11/20	2020	7	11	marisasammons	1			38.157142	-83.556113	65	Photo only		52760941
spec3965	WKUC	Orthosoma brunneum (Forster, 1771)	Orthosoma	brunneum	Orthosoma_brunneum	Prioninae	Prionini	Russell	Russell County	7/31/64	7/31/64	1964	7	31	T.J.M.	1			36.991	-85.059	22174			
spec3966	UKIC	Orthosoma brunneum (Forster, 1771)	Orthosoma	brunneum	Orthosoma_brunneum	Prioninae	Prionini	Russell	Jamestown	7/17/70	7/17/70	1970	7	17	EE Leppert	1			36.98479	-85.06301	3272			UKIC_0000495
spec3967	UKIC	Orthosoma brunneum (Forster, 1771)	Orthosoma	brunneum	Orthosoma_brunneum	Prioninae	Prionini	Russell	Jamestown	7/17/70	7/17/70	1970	7	17	EE Leppert	1			36.98479	-85.06301	3272			UKIC_0000331
spec3968	UKIC	Orthosoma brunneum (Forster, 1771)	Orthosoma	brunneum	Orthosoma_brunneum	Prioninae	Prionini	Trigg	Land Between the Lakes National Recreation Area	7/15/69	7/15/69	1969	7	15	Charles V Covelle, Jr	1			36.776	-88.053	13000			UKIC_0000285
spec3969	iNat	Orthosoma brunneum (Forster, 1771)	Orthosoma	brunneum	Orthosoma_brunneum	Prioninae	Prionini	Trigg	Trigg County	7/4/17	7/4/17	2017	7	4	ericwilliams	1			36.9796431	-87.867328	2	Photo only		6963502
spec3970	WKUC	Orthosoma brunneum (Forster, 1771)	Orthosoma	brunneum	Orthosoma_brunneum	Prioninae	Prionini	Warren	Warren County	7/1/64	7/1/64	1964	7	1	DT	1			36.994	-86.424	30276			
spec3971	WKUC	Orthosoma brunneum (Forster, 1771)	Orthosoma	brunneum	Orthosoma_brunneum	Prioninae	Prionini	Warren	Warren County	7/31/67	7/31/67	1967	7	31	HS	1			36.994	-86.424	30276			
spec3972	UKIC	Orthosoma brunneum (Forster, 1771)	Orthosoma	brunneum	Orthosoma_brunneum	Prioninae	Prionini	Warren	Bowling Green	8/8/70	8/8/70	1970	8	8	R Scheibner	1			36.99032	-86.443602	12922			UKIC_0000490
spec3973	WKUC	Orthosoma brunneum (Forster, 1771)	Orthosoma	brunneum	Orthosoma_brunneum	Prioninae	Prionini	Warren	Hadley Reserve	13-Sep-13	9/13/13	2013	9	13	EA Hall	1	37° 2.46'N	86° 38.46'W	37.041	-86.641				
spec3974	iNat	Orthosoma brunneum (Forster, 1771)	Orthosoma	brunneum	Orthosoma_brunneum	Prioninae	Prionini	Warren	Smiths Grove: 72-498 Cate Ln	6/30/19	6/30/19	2019	6	30	thomashulsey	1			36.9770583	-86.1783	200	Photo only		28093476
spec3975	iNat	Orthosoma brunneum (Forster, 1771)	Orthosoma	brunneum	Orthosoma_brunneum	Prioninae	Prionini	Warren	Bowling Green	7/3/20	7/3/20	2020	7	3	reupurtbones	1			36.9644135	-86.44193	65	Photo only		51785957
spec3976	iNat	Orthosoma brunneum (Forster, 1771)	Orthosoma	brunneum	Orthosoma_brunneum	Prioninae	Prionini	Warren	Bowling Green	6/30/21	6/30/21	2021	6	30	reupurtbones	1			36.9685219	-86.480804	17732	Photo only		85192377
spec3977	UKIC	Orthosoma brunneum (Forster, 1771)	Orthosoma	brunneum	Orthosoma_brunneum	Prioninae	Prionini	Wayne	Wolf Creek Lake	6/20/52	6/20/52	1952	6	20	BL Monroe	1			36.907	-84.913	15000			UKIC_0000975
spec3978	UKIC	Orthosoma brunneum (Forster, 1771)	Orthosoma	brunneum	Orthosoma_brunneum	Prioninae	Prionini	Wayne	Wolf Creek Lake	7/2/52	7/2/52	1952	7	2	BL Monroe	1			36.907	-84.913	15000			UKIC_0001124
spec3979	UKIC	Orthosoma brunneum (Forster, 1771)	Orthosoma	brunneum	Orthosoma_brunneum	Prioninae	Prionini	Wayne	Wolf Creek Lake	7/2/52	7/2/52	1952	7	2	BL Monroe	1			36.907	-84.913	15000			UKIC_0000364
spec3980	iNat	Orthosoma brunneum (Forster, 1771)	Orthosoma	brunneum	Orthosoma_brunneum	Prioninae	Prionini	Wolfe	Wolfe County	7/14/20	7/14/20	2020	7	14	nyssa_ogeche	1			37.6878292	-83.663465	5	Photo only		53181091
spec3981	nr	Parandra polita Say 1835	Parandra	polita	Parandra_polita	Parandrinae	Parandrini	nr	KY	nr	nr	nr	nr	nr		1			1	1			Literature only with no locality data (Linsley, 1962a)	
spec3982	UKIC	Parelaphidion aspersum (Haldeman, 1847)	Parelaphidion	aspersum	Parelaphidion_aspersum	Cerambycinae	Elaphidiini	Fayette	Lexington	7/21/02	7/21/02	1902	7	21	Harrison H Garman	1			38.048	-84.505	15000			UKIC_0002485
spec3983	EGCCRC	Parelaphidion aspersum (Haldeman, 1847)	Parelaphidion	aspersum	Parelaphidion_aspersum	Cerambycinae	Elaphidiini	Madison	Berea College Forest: Horse Cove Rd area	7/23/10	7/23/10	2010	7	23	Eric G. Chapman	1			37.571667	-84.218667		Collected from downed tree trunk		EGCCRC_000961
spec3984	EGCCRC	Parelaphidion aspersum (Haldeman, 1847)	Parelaphidion	aspersum	Parelaphidion_aspersum	Cerambycinae	Elaphidiini	Madison	Berea College Forest: Horse Cove Rd area	7/23/10	7/23/10	2010	7	23	Eric G. Chapman	1			37.571667	-84.218667		Collected from downed tree trunk		EGCCRC_000604
spec3985	ABRC	Parelaphidion aspersum (Haldeman, 1847)	Parelaphidion	aspersum	Parelaphidion_aspersum	Cerambycinae	Elaphidiini	Madison	Berea College Forest: Horse Cove Rd area	7/23/10	7/23/10	2010	7	23	Eric G. Chapman	1	37°34.30'N	84°13.12'W	37.575	-84.22				
spec3986	iNat	Parelaphidion aspersum (Haldeman, 1847)	Parelaphidion	aspersum	Parelaphidion_aspersum	Cerambycinae	Elaphidiini	Madison	Berea	7/21/20	7/21/20	2020	7	21	john_abrams	1			37.5667909	-84.257159	9	Photo only		53945114
spec3987	UKIC	Parelaphidion aspersum (Haldeman, 1847)	Parelaphidion	aspersum	Parelaphidion_aspersum	Cerambycinae	Elaphidiini	nr	Oak Ridge	7/12/37	7/12/37	1937	7	12		1			1	1			There is an Oak Ridge in multiple KY counties. No county was specified on the label.	UKIC_0000736
spec3988	BugGuide	Parelaphidion aspersum (Haldeman, 1847)	Parelaphidion	aspersum	Parelaphidion_aspersum	Cerambycinae	Elaphidiini	Trigg	Trigg County	9/4/16	9/4/16	2016	9	4		1			36.806	-87.873	29287	Photo only		1295618
spec3989	WKUC	Parelaphidion aspersum (Haldeman, 1847)	Parelaphidion	aspersum	Parelaphidion_aspersum	Cerambycinae	Elaphidiini	Warren	Warren County	7/31/68	7/31/68	1968	7	31	BM	1			36.994	-86.424	30276			
spec3990	UKIC	Parelaphidion aspersum (Haldeman, 1847)	Parelaphidion	aspersum	Parelaphidion_aspersum	Cerambycinae	Elaphidiini	Whitley	Williamsburg	8/16/43	8/16/43	1943	8	16	Gatliff	1			36.743417	-84.159656	3313	In dwelling		UKIC_0000245
spec3991	XEUC	Parelaphidion incertum (Newman, 1840)	Parelaphidion	incertum	Parelaphidion_incertum	Cerambycinae	Elaphidiini	Campbell	St. Anne's Woods & Wetlands	30-VI-7-VII-2017	7/7/17	2017	7	7	S Estes et al.	1			39.03658	-84.37083		Trap baited with Melange		
spec3992	XEUC	Parelaphidion incertum (Newman, 1840)	Parelaphidion	incertum	Parelaphidion_incertum	Cerambycinae	Elaphidiini	Campbell	St. Anne's Woods & Wetlands	12-19-VI-2018	6/19/18	2018	6	19	S Estes et al.	2			39.0340023	-84.372607		Trap baited with Melange		
spec3993	XEUC	Parelaphidion incertum (Newman, 1840)	Parelaphidion	incertum	Parelaphidion_incertum	Cerambycinae	Elaphidiini	Campbell	St. Anne's Woods & Wetlands	12-19-VI-2018	6/19/18	2018	6	19	S Estes et al.	2			39.0340023	-84.372607		Trap baited with Melange		
spec3994	XEUC	Parelaphidion incertum (Newman, 1840)	Parelaphidion	incertum	Parelaphidion_incertum	Cerambycinae	Elaphidiini	Campbell	St. Anne's Woods & Wetlands	25-VI-2-VII-2018	7/2/18	2018	7	2	S Estes et al.	1			39.0340023	-84.372607		Trap baited with Melange		
spec3995	XEUC	Parelaphidion incertum (Newman, 1840)	Parelaphidion	incertum	Parelaphidion_incertum	Cerambycinae	Elaphidiini	Campbell	St. Anne's Woods & Wetlands	9-16-VII-2018	7/16/18	2018	7	16	S Estes et al.	1			39.0340023	-84.372607		Trap baited with Melange		
spec3996	XEUC	Parelaphidion incertum (Newman, 1840)	Parelaphidion	incertum	Parelaphidion_incertum	Cerambycinae	Elaphidiini	Campbell	St. Anne's Woods & Wetlands	9-16-VII-2018	7/16/18	2018	7	16	S Estes et al.	1			39.0340023	-84.372607		Trap baited with Melange		
spec3997	XEUC	Parelaphidion incertum (Newman, 1840)	Parelaphidion	incertum	Parelaphidion_incertum	Cerambycinae	Elaphidiini	Campbell	St. Anne's Woods & Wetlands	16-23-VII-2018	7/23/18	2018	7	23	S Estes et al.	3			39.0340023	-84.372607		Trap baited with Melange		
spec3998	XEUC	Parelaphidion incertum (Newman, 1840)	Parelaphidion	incertum	Parelaphidion_incertum	Cerambycinae	Elaphidiini	Campbell	St. Anne's Woods & Wetlands	16-23-VII-2018	7/23/18	2018	7	23	S Estes et al.	3			39.0340023	-84.372607		Trap baited with Melange		
spec3999	XEUC	Parelaphidion incertum (Newman, 1840)	Parelaphidion	incertum	Parelaphidion_incertum	Cerambycinae	Elaphidiini	Campbell	St. Anne's Woods & Wetlands	16-23-VII-2018	7/23/18	2018	7	23	S Estes et al.	3			39.0340023	-84.372607		Trap baited with Melange		
spec4000	XEUC	Parelaphidion incertum (Newman, 1840)	Parelaphidion	incertum	Parelaphidion_incertum	Cerambycinae	Elaphidiini	Campbell	St. Anne's Woods & Wetlands	30-VII-6-VIII-2018	8/6/18	2018	8	6	S Estes et al.	1			39.0340023	-84.372607		Trap baited with Melange		
spec4001	XEUC	Parelaphidion incertum (Newman, 1840)	Parelaphidion	incertum	Parelaphidion_incertum	Cerambycinae	Elaphidiini	Campbell	St. Anne's Woods & Wetlands	7-14-VIII-2018	8/14/18	2018	8	14	S Estes et al.	1			39.0340023	-84.372607		Trap baited with Melange		
spec4002	CNHM	Parelaphidion incertum (Newman, 1840)	Parelaphidion	incertum	Parelaphidion_incertum	Cerambycinae	Elaphidiini	nr	KY, near Cincinnati	nr	nr	nr	nr	nr		1			39.049	-84.486	8000			
spec4003	UKIC	Phaea monostigma (Haldeman, 1847)	Phaea	monostigma	Phaea_monostigma	Lamiinae	Tetraopini	Bullitt	Bernheim Forest	5/31/76	5/31/76	1976	5	31		1			37.905907	-85.622147	4809	Malaise trap		UKIC_0003341
spec4004	EGCCRC	Phaea monostigma (Haldeman, 1847)	Phaea	monostigma	Phaea_monostigma	Lamiinae	Tetraopini	Madison	Berea College Forest: Cowbell Creek area	6/12/99	6/12/99	1999	6	12	William Wallin	1			37.5448	-84.2285		Collected from log pile		EGCCRC_002092
spec4005	UKIC	Phaea monostigma (Haldeman, 1847)	Phaea	monostigma	Phaea_monostigma	Lamiinae	Tetraopini	Scott	Scott County	6/29/71	6/29/71	1971	6	29	PH Freytag	1			38.291555	-84.583927	25952			UKIC_0003318
spec4006	FlorC	Phymatodes aereus (Newman, 1838)	Phymatodes	aereus	Phymatodes_aereus	Cerambycinae	Callidiini	Fayette	Floracliff Nature Preserve: Trails End, north edge	5/10-17/18	5/17/18	2018	5	17	Paul D Baker	1	37.9013°N	 84.3613°W	37.9013	-84.3613		Trap baited with methyl-butan		
spec4007	EGCCRC	Phymatodes aereus (Newman, 1838)	Phymatodes	aereus	Phymatodes_aereus	Cerambycinae	Callidiini	Madison	Berea College Forest: Pinnacle Peaks	4/30/10	4/30/10	2010	4	30	Eric G. Chapman	1			37.5543	-84.2408		Collected from flowering tree		EGCCRC_001041
spec4008	EGCCRC	Phymatodes aereus (Newman, 1838)	Phymatodes	aereus	Phymatodes_aereus	Cerambycinae	Callidiini	Madison	Berea College Forest: Pinnacle Peaks	4/30/10	4/30/10	2010	4	30	Eric G. Chapman	1			37.5543	-84.2408		Collected from flowering tree		EGCCRC_000791
spec4009	EGCCRC	Phymatodes aereus (Newman, 1838)	Phymatodes	aereus	Phymatodes_aereus	Cerambycinae	Callidiini	Madison	Berea College Forest: Pinnacle Peaks	5/11/11	5/11/11	2011	5	11	Eric G. Chapman	1			37.5543	-84.2408		Collected from flowering tree		EGCCRC_000596
spec4010	ABRC	Phymatodes aereus (Newman, 1838)	Phymatodes	aereus	Phymatodes_aereus	Cerambycinae	Callidiini	Madison	Berea College Forest: Cowbell Creek Area	4/17-4/24/2016	4/24/16	2016	4	24	EG Chapman & P. Baker	11	37.547	-84.233	37.547	-84.233		Trap baited with C6 diols, C6 ketols & fuscamol		
spec4011	ABRC	Phymatodes aereus (Newman, 1838)	Phymatodes	aereus	Phymatodes_aereus	Cerambycinae	Callidiini	Madison	Berea College Forest: Cowbell Creek Area	4/17-4/24/2016	4/24/16	2016	4	24	EG Chapman & P. Baker	11	37.547	-84.233	37.547	-84.233		Trap baited with C6 diols, C6 ketols & fuscamol		
spec4012	ABRC	Phymatodes aereus (Newman, 1838)	Phymatodes	aereus	Phymatodes_aereus	Cerambycinae	Callidiini	Madison	Berea College Forest: Cowbell Creek Area	4/17-4/24/2016	4/24/16	2016	4	24	EG Chapman & P. Baker	11	37.547	-84.233	37.547	-84.233		Trap baited with C6 diols, C6 ketols & fuscamol		
spec4013	ABRC	Phymatodes aereus (Newman, 1838)	Phymatodes	aereus	Phymatodes_aereus	Cerambycinae	Callidiini	Madison	Berea College Forest: Cowbell Creek Area	4/17-4/24/2016	4/24/16	2016	4	24	EG Chapman & P. Baker	11	37.547	-84.233	37.547	-84.233		Trap baited with C6 diols, C6 ketols & fuscamol		
spec4014	ABRC	Phymatodes aereus (Newman, 1838)	Phymatodes	aereus	Phymatodes_aereus	Cerambycinae	Callidiini	Madison	Berea College Forest: Cowbell Creek Area	4/17-4/24/2016	4/24/16	2016	4	24	EG Chapman & P. Baker	11	37.547	-84.233	37.547	-84.233		Trap baited with C6 diols, C6 ketols & fuscamol		
spec4015	ABRC	Phymatodes aereus (Newman, 1838)	Phymatodes	aereus	Phymatodes_aereus	Cerambycinae	Callidiini	Madison	Berea College Forest: Cowbell Creek Area	4/17-4/24/2016	4/24/16	2016	4	24	EG Chapman & P. Baker	11	37.547	-84.233	37.547	-84.233		Trap baited with C6 diols, C6 ketols & fuscamol		
spec4016	ABRC	Phymatodes aereus (Newman, 1838)	Phymatodes	aereus	Phymatodes_aereus	Cerambycinae	Callidiini	Madison	Berea College Forest: Cowbell Creek Area	4/17-4/24/2016	4/24/16	2016	4	24	EG Chapman & P. Baker	11	37.547	-84.233	37.547	-84.233		Trap baited with C6 diols, C6 ketols & fuscamol		
spec4017	ABRC	Phymatodes aereus (Newman, 1838)	Phymatodes	aereus	Phymatodes_aereus	Cerambycinae	Callidiini	Madison	Berea College Forest: Cowbell Creek Area	4/17-4/24/2016	4/24/16	2016	4	24	EG Chapman & P. Baker	11	37.547	-84.233	37.547	-84.233		Trap baited with C6 diols, C6 ketols & fuscamol		
spec4018	ABRC	Phymatodes aereus (Newman, 1838)	Phymatodes	aereus	Phymatodes_aereus	Cerambycinae	Callidiini	Madison	Berea College Forest: Cowbell Creek Area	4/17-4/24/2016	4/24/16	2016	4	24	EG Chapman & P. Baker	11	37.547	-84.233	37.547	-84.233		Trap baited with C6 diols, C6 ketols & fuscamol		
spec4019	ABRC	Phymatodes aereus (Newman, 1838)	Phymatodes	aereus	Phymatodes_aereus	Cerambycinae	Callidiini	Madison	Berea College Forest: Cowbell Creek Area	4/17-4/24/2016	4/24/16	2016	4	24	EG Chapman & P. Baker	11	37.547	-84.233	37.547	-84.233		Trap baited with C6 diols, C6 ketols & fuscamol		
spec4020	ABRC	Phymatodes aereus (Newman, 1838)	Phymatodes	aereus	Phymatodes_aereus	Cerambycinae	Callidiini	Madison	Berea College Forest: Cowbell Creek Area	4/17-4/24/2016	4/24/16	2016	4	24	EG Chapman & P. Baker	11	37.547	-84.233	37.547	-84.233		Trap baited with C6 diols, C6 ketols & fuscamol		
spec4021	EGCCRC	Phymatodes aereus (Newman, 1838)	Phymatodes	aereus	Phymatodes_aereus	Cerambycinae	Callidiini	Madison	Berea College Forest: Cowbell Creek area	4/24/16	4/24/16	2016	4	24	Eric G. Chapman, Paul Baker	1			37.547	-84.233		Trap baited with C6 diols, C6 ketols, fuscamol		EGCCRC_000792
spec4022	EGCCRC	Phymatodes aereus (Newman, 1838)	Phymatodes	aereus	Phymatodes_aereus	Cerambycinae	Callidiini	Madison	Berea College Forest: Cowbell Creek area	4/24/16	4/24/16	2016	4	24	Eric G. Chapman, Paul Baker	1			37.547	-84.233		Trap baited with C6 diols, C6 ketols, fuscamol		EGCCRC_000815
spec4023	EGCCRC	Phymatodes aereus (Newman, 1838)	Phymatodes	aereus	Phymatodes_aereus	Cerambycinae	Callidiini	Madison	Berea College Forest: Cowbell Creek area	4/24/16	4/24/16	2016	4	24	Eric G. Chapman, Paul Baker	1			37.547	-84.233		Trap baited with C6 diols, C6 ketols, fuscamol		EGCCRC_000863
spec4024	EGCCRC	Phymatodes aereus (Newman, 1838)	Phymatodes	aereus	Phymatodes_aereus	Cerambycinae	Callidiini	Madison	Berea College Forest: Cowbell Creek area	4/24/16	4/24/16	2016	4	24	Eric G. Chapman, Paul Baker	1			37.547	-84.233		Trap baited with C6 diols, C6 ketols, fuscamol		EGCCRC_000943
spec4025	EGCCRC	Phymatodes aereus (Newman, 1838)	Phymatodes	aereus	Phymatodes_aereus	Cerambycinae	Callidiini	Madison	Berea College Forest: Cowbell Creek area	4/24/16	4/24/16	2016	4	24	Eric G. Chapman, Paul Baker	1			37.547	-84.233		Trap baited with C6 diols, C6 ketols, fuscamol		EGCCRC_000918
spec4026	EGCCRC	Phymatodes aereus (Newman, 1838)	Phymatodes	aereus	Phymatodes_aereus	Cerambycinae	Callidiini	Madison	Berea College Forest: Cowbell Creek area	4/24/16	4/24/16	2016	4	24	Eric G. Chapman, Paul Baker	1			37.547	-84.233		Trap baited with C6 diols, C6 ketols, fuscamol		EGCCRC_000935
spec4027	PDBC	Phymatodes aereus (Newman, 1838)	Phymatodes	aereus	Phymatodes_aereus	Cerambycinae	Callidiini	Madison	Berea College Forest: Cowbell Creek area	04/17-24/16	4/24/16	2016	4	24	Paul D Baker	1	37.5500°N	 84.2310°W	37.55	-84.231		Trap baited with C6 ketols		
spec4028	EGCCRC	Phymatodes aereus (Newman, 1838)	Phymatodes	aereus	Phymatodes_aereus	Cerambycinae	Callidiini	Powell	Pilot Knob Nature Preserve, trail from end of Brush Creek Road	5/8/15	5/8/15	2015	5	8	Eric G. Chapman, Matthew Savage	1			37.9119	-83.9411		Collected from trunk of dead tree after dark		EGCCRC_001090
spec4029	EGCCRC	Phymatodes aereus (Newman, 1838)	Phymatodes	aereus	Phymatodes_aereus	Cerambycinae	Callidiini	Powell	Pilot Knob Nature Preserve, trail from end of Brush Creek Road	5/8/15	5/8/15	2015	5	8	Eric G. Chapman, Matthew Savage	1			37.9119	-83.9411		Collected from trunk of dead tree after dark		EGCCRC_000078
spec4030	EGCCRC	Phymatodes aereus (Newman, 1838)	Phymatodes	aereus	Phymatodes_aereus	Cerambycinae	Callidiini	Powell	Pilot Knob Nature Preserve, trail from end of Brush Creek Road	5/8/15	5/8/15	2015	5	8	Eric G. Chapman, Matthew Savage	1			37.9119	-83.9411		Collected from trunk of dead tree after dark		EGCCRC_000854
spec4031	XEUC	Phymatodes amoenus (Say, 1824)	Phymatodes	amoenus	Phymatodes_amoenus	Cerambycinae	Callidiini	Campbell	St. Anne's Woods & Wetlands	13-20-IV-2017	4/20/17	2017	4	20	S Estes et al.	16			39.03658	-84.37083		Trap baited with Melange		
spec4032	XEUC	Phymatodes amoenus (Say, 1824)	Phymatodes	amoenus	Phymatodes_amoenus	Cerambycinae	Callidiini	Campbell	St. Anne's Woods & Wetlands	13-20-IV-2017	4/20/17	2017	4	20	S Estes et al.	16			39.03658	-84.37083		Trap baited with Melange		
spec4033	XEUC	Phymatodes amoenus (Say, 1824)	Phymatodes	amoenus	Phymatodes_amoenus	Cerambycinae	Callidiini	Campbell	St. Anne's Woods & Wetlands	13-20-IV-2017	4/20/17	2017	4	20	S Estes et al.	16			39.03658	-84.37083		Trap baited with Melange		
spec4034	XEUC	Phymatodes amoenus (Say, 1824)	Phymatodes	amoenus	Phymatodes_amoenus	Cerambycinae	Callidiini	Campbell	St. Anne's Woods & Wetlands	13-20-IV-2017	4/20/17	2017	4	20	S Estes et al.	16			39.03658	-84.37083		Trap baited with Melange		
spec4035	XEUC	Phymatodes amoenus (Say, 1824)	Phymatodes	amoenus	Phymatodes_amoenus	Cerambycinae	Callidiini	Campbell	St. Anne's Woods & Wetlands	13-20-IV-2017	4/20/17	2017	4	20	S Estes et al.	16			39.03658	-84.37083		Trap baited with Melange		
spec4036	XEUC	Phymatodes amoenus (Say, 1824)	Phymatodes	amoenus	Phymatodes_amoenus	Cerambycinae	Callidiini	Campbell	St. Anne's Woods & Wetlands	13-20-IV-2017	4/20/17	2017	4	20	S Estes et al.	16			39.03658	-84.37083		Trap baited with Melange		
spec4037	XEUC	Phymatodes amoenus (Say, 1824)	Phymatodes	amoenus	Phymatodes_amoenus	Cerambycinae	Callidiini	Campbell	St. Anne's Woods & Wetlands	13-20-IV-2017	4/20/17	2017	4	20	S Estes et al.	16			39.03658	-84.37083		Trap baited with Melange		
