spec	Collection Coden	full_species	genus	species	genus_species	Subfamily	Tribe	County (nr = not recorded)	Locality	Date (nr = not recorded)	YYYY-MM-DD	Year	Month	Day	Collector/Photographer	No. specimens	Lat	Long	D-D Lat	D-D Long	GPS error (m)	Collecting Method	Notes	Specimen or Image ID no. (if applicable)
spec5887	UKIC	Typocerus velutinus (Olivier, 1800)	Typocerus	velutinus	Typocerus_velutinus	Lepturinae	Lepturini	Morgan	Malone	7/12/85	7/12/85	1985	7	12	T Ramsey	1			37.872032	-83.258233	3036	Collected from Queen anne's lace flower		UKIC_0002082
spec5888	UKIC	Typocerus velutinus (Olivier, 1800)	Typocerus	velutinus	Typocerus_velutinus	Lepturinae	Lepturini	Morgan	Malone	7/14/85	7/14/85	1985	7	14	T Ramsey	1			37.872032	-83.258233	3036	Incandescent light		UKIC_0001438
spec5889	UKIC	Typocerus velutinus (Olivier, 1800)	Typocerus	velutinus	Typocerus_velutinus	Lepturinae	Lepturini	Pike	Rockhouse	1898-07-01	1898-07-01	1898	7	1	Harrison H Garman	1			37.327051	-82.452373	1000			UKIC_0002137
spec5890	UKIC	Typocerus velutinus (Olivier, 1800)	Typocerus	velutinus	Typocerus_velutinus	Lepturinae	Lepturini	Powell	Red River Gorge, Highway 11	7/21/79	7/21/79	1979	7	21	Tom Johnson	1			37.7832	-83.685	2100			UKIC_0001458
spec5891	UKIC	Typocerus velutinus (Olivier, 1800)	Typocerus	velutinus	Typocerus_velutinus	Lepturinae	Lepturini	Powell	Red River Gorge, Highway 11	7/21/79	7/21/79	1979	7	21	Tom Johnson	1			37.7832	-83.685	2100			UKIC_0002185
spec5892	UKIC	Typocerus velutinus (Olivier, 1800)	Typocerus	velutinus	Typocerus_velutinus	Lepturinae	Lepturini	Powell	Red River Gorge, Highway 11	7/21/79	7/21/79	1979	7	21	Tom Johnson	1			37.7832	-83.685	2100			UKIC_0001354
spec5893	AMBC	Typocerus velutinus (Olivier, 1800)	Typocerus	velutinus	Typocerus_velutinus	Lepturinae	Lepturini	Powell	Red River Gorge near Gray's Arch	6/18/14	6/18/14	2014	6	18	Adam Baker	1	37°48'42.8"N	83°39'13.2"W	37.8119	-83.6537		Hand		
spec5894	iNat	Typocerus velutinus (Olivier, 1800)	Typocerus	velutinus	Typocerus_velutinus	Lepturinae	Lepturini	Powell	Daniel Boone National Forest, Slade	7/4/20	7/4/20	2020	7	4	biomania	1			37.7681783	-83.672028	11	Photo only		51973389
spec5895	iNat	Typocerus velutinus (Olivier, 1800)	Typocerus	velutinus	Typocerus_velutinus	Lepturinae	Lepturini	Powell	Mill Creek Lake, Slade	6/29/21	6/29/21	2021	6	29	biomania	1			37.7678117	-83.673355	30	Photo only		85047139
spec5896	NMSU	Typocerus velutinus (Olivier, 1800)	Typocerus	velutinus	Typocerus_velutinus	Lepturinae	Lepturini	Pulaski	Pulaski County	7/21/73	7/21/73	1973	7	21	C. Sperka	1			37.103927	-84.577176	33857			7446
spec5897	iNat	Typocerus velutinus (Olivier, 1800)	Typocerus	velutinus	Typocerus_velutinus	Lepturinae	Lepturini	Rockcastle	Daniel Boone National Forest, Livingston	6/10/19	6/10/19	2019	6	10	anna125	1			37.3115167	-84.1894	10	Photo only		26766426
spec5898	UKIC	Typocerus velutinus (Olivier, 1800)	Typocerus	velutinus	Typocerus_velutinus	Lepturinae	Lepturini	Rowan	Long Hungry	6/20/82	6/20/82	1982	6	20	T Ramsey	1			38.196256	-83.421076	25565	Collected from Viburnum		UKIC_0001842
spec5899	UKIC	Typocerus velutinus (Olivier, 1800)	Typocerus	velutinus	Typocerus_velutinus	Lepturinae	Lepturini	Rowan	Long Hungry	6/20/82	6/20/82	1982	6	20	T Ramsey	1			38.196256	-83.421076	25565	Collected from Viburnum		UKIC_0002340
spec5900	UKIC	Typocerus velutinus (Olivier, 1800)	Typocerus	velutinus	Typocerus_velutinus	Lepturinae	Lepturini	Rowan	Long Hungry	6/20/82	6/20/82	1982	6	20	T Ramsey	1			38.196256	-83.421076	25565	Collected from Viburnum		UKIC_0002030
spec5901	UKIC	Typocerus velutinus (Olivier, 1800)	Typocerus	velutinus	Typocerus_velutinus	Lepturinae	Lepturini	Rowan	Long Hungry	6/24/82	6/24/82	1982	6	24	T Ramsey	1			38.196256	-83.421076	25565	Collected from Viburnum flowers		UKIC_0001490
spec5902	UKIC	Typocerus velutinus (Olivier, 1800)	Typocerus	velutinus	Typocerus_velutinus	Lepturinae	Lepturini	Rowan	Long Hungry	6/24/82	6/24/82	1982	6	24	T Ramsey	1			38.196256	-83.421076	25565	Collected from Viburnum flowers		UKIC_0002170
spec5903	UKIC	Typocerus velutinus (Olivier, 1800)	Typocerus	velutinus	Typocerus_velutinus	Lepturinae	Lepturini	Rowan	Long Hungry	6/26/82	6/26/82	1982	6	26	T Ramsey	1			38.196256	-83.421076	25565	Collected from red clover		UKIC_0001600
spec5904	UKIC	Typocerus velutinus (Olivier, 1800)	Typocerus	velutinus	Typocerus_velutinus	Lepturinae	Lepturini	Rowan	Long Hungry	6/26/82	6/26/82	1982	6	26	T Ramsey	1			38.196256	-83.421076	25565	Collected from Viburnum flowers		UKIC_0001890
spec5905	UKIC	Typocerus velutinus (Olivier, 1800)	Typocerus	velutinus	Typocerus_velutinus	Lepturinae	Lepturini	Rowan	Long Hungry	6/26/82	6/26/82	1982	6	26	T Ramsey	1			38.196256	-83.421076	25565	Collected from Viburnum flowers		UKIC_0001280
spec5906	UKIC	Typocerus velutinus (Olivier, 1800)	Typocerus	velutinus	Typocerus_velutinus	Lepturinae	Lepturini	Rowan	near Green Valley Acres	6/24/84	6/24/84	1984	6	24	T Ramsey	1			38.154	-83.465	3000	Collected from milkweed flowers		UKIC_0001226
spec5907	UKIC	Typocerus velutinus (Olivier, 1800)	Typocerus	velutinus	Typocerus_velutinus	Lepturinae	Lepturini	Rowan	Upper Bull Fork	6/25/84	6/25/84	1984	6	25	T Ramsey	1			38.1962	-83.529	5000	Collected from Viburnum		UKIC_0001432
spec5908	UKIC	Typocerus velutinus (Olivier, 1800)	Typocerus	velutinus	Typocerus_velutinus	Lepturinae	Lepturini	Rowan	Upper Bull Fork	6/25/84	6/25/84	1984	6	25	T Ramsey	1			38.1962	-83.529	5000	Collected from Viburnum		UKIC_0001259
spec5909	UKIC	Typocerus velutinus (Olivier, 1800)	Typocerus	velutinus	Typocerus_velutinus	Lepturinae	Lepturini	Rowan	Upper Bull Fork	6/25/84	6/25/84	1984	6	25	T Ramsey	1			38.1962	-83.529	5000	Collected from Viburnum		UKIC_0002190
spec5910	UKIC	Typocerus velutinus (Olivier, 1800)	Typocerus	velutinus	Typocerus_velutinus	Lepturinae	Lepturini	Rowan	Upper Bull Fork	6/25/84	6/25/84	1984	6	25	T Ramsey	1			38.1962	-83.529	5000	Collected from Viburnum		UKIC_0001488
spec5911	UKIC	Typocerus velutinus (Olivier, 1800)	Typocerus	velutinus	Typocerus_velutinus	Lepturinae	Lepturini	Rowan	Upper Bull Fork	6/25/84	6/25/84	1984	6	25	T Ramsey	1			38.1962	-83.529	5000	Collected from Viburnum		UKIC_0001792
spec5912	UKIC	Typocerus velutinus (Olivier, 1800)	Typocerus	velutinus	Typocerus_velutinus	Lepturinae	Lepturini	Rowan	Upper Bull Fork	6/25/84	6/25/84	1984	6	25	T Ramsey	1			38.1962	-83.529	5000	Collected from Viburnum		UKIC_0001436
spec5913	UKIC	Typocerus velutinus (Olivier, 1800)	Typocerus	velutinus	Typocerus_velutinus	Lepturinae	Lepturini	Rowan	Upper Bull Fork	6/25/84	6/25/84	1984	6	25	T Ramsey	1			38.1962	-83.529	5000	Collected from Viburnum		UKIC_0002133
spec5914	UKIC	Typocerus velutinus (Olivier, 1800)	Typocerus	velutinus	Typocerus_velutinus	Lepturinae	Lepturini	Rowan	Upper Bull Fork	6/25/84	6/25/84	1984	6	25	T Ramsey	1			38.1962	-83.529	5000	Collected from Viburnum		UKIC_0001925
spec5915	UKIC	Typocerus velutinus (Olivier, 1800)	Typocerus	velutinus	Typocerus_velutinus	Lepturinae	Lepturini	Rowan	Upper Bull Fork	6/25/84	6/25/84	1984	6	25	T Ramsey	1			38.1962	-83.529	5000	Collected from Viburnum		UKIC_0002261
spec5916	UKIC	Typocerus velutinus (Olivier, 1800)	Typocerus	velutinus	Typocerus_velutinus	Lepturinae	Lepturini	Rowan	Upper Bull Fork	6/25/84	6/25/84	1984	6	25	T Ramsey	1			38.1962	-83.529	5000	Collected from Viburnum		UKIC_0002068
spec5917	UKIC	Typocerus velutinus (Olivier, 1800)	Typocerus	velutinus	Typocerus_velutinus	Lepturinae	Lepturini	Rowan	Upper Bull Fork	6/25/84	6/25/84	1984	6	25	T Ramsey	1			38.1962	-83.529	5000	Collected from Viburnum		UKIC_0001778
spec5918	UKIC	Typocerus velutinus (Olivier, 1800)	Typocerus	velutinus	Typocerus_velutinus	Lepturinae	Lepturini	Rowan	Upper Bull Fork	6/25/84	6/25/84	1984	6	25	T Ramsey	1			38.1962	-83.529	5000	Collected from Viburnum		UKIC_0001240
spec5919	UKIC	Typocerus velutinus (Olivier, 1800)	Typocerus	velutinus	Typocerus_velutinus	Lepturinae	Lepturini	Rowan	Little Perry	6/27/84	6/27/84	1984	6	27	T Ramsey	1			38.2542	-83.3546	1500	Collected from Viburnum		UKIC_0001972
spec5920	UKIC	Typocerus velutinus (Olivier, 1800)	Typocerus	velutinus	Typocerus_velutinus	Lepturinae	Lepturini	Rowan	Middle Prong Branch	6/27/84	6/27/84	1984	6	27	T Ramsey	1			38.196256	-83.421076	25565	Collected from Sambucus		UKIC_0001297
spec5921	UKIC	Typocerus velutinus (Olivier, 1800)	Typocerus	velutinus	Typocerus_velutinus	Lepturinae	Lepturini	Rowan	Big Perry [Road]	7/18/84	7/18/84	1984	7	18	T Ramsey	1			38.2611	-83.3782	3000	Collected from Cimicifuga racemosa		UKIC_0001821
spec5922	UKIC	Typocerus velutinus (Olivier, 1800)	Typocerus	velutinus	Typocerus_velutinus	Lepturinae	Lepturini	Rowan	Big Perry [Road]	7/18/84	7/18/84	1984	7	18	T Ramsey	1			38.2611	-83.3782	3000	Collected from Cimicifuga racemosa		UKIC_0001915
spec5923	UKIC	Typocerus velutinus (Olivier, 1800)	Typocerus	velutinus	Typocerus_velutinus	Lepturinae	Lepturini	Rowan	Big Perry [Road]	7/18/84	7/18/84	1984	7	18	T Ramsey	1			38.2611	-83.3782	3000	Collected from Cimicifuga racemosa		UKIC_0001227
spec5924	UKIC	Typocerus velutinus (Olivier, 1800)	Typocerus	velutinus	Typocerus_velutinus	Lepturinae	Lepturini	Rowan	Big Perry [Road]	7/18/84	7/18/84	1984	7	18	T Ramsey	1			38.2611	-83.3782	3000	Collected from Cimicifuga racemosa		UKIC_0002075
spec5925	UKIC	Typocerus velutinus (Olivier, 1800)	Typocerus	velutinus	Typocerus_velutinus	Lepturinae	Lepturini	Rowan	Big Perry [Road]	7/18/84	7/18/84	1984	7	18	T Ramsey	1			38.2611	-83.3782	3000	Collected from Cimicifuga racemosa		UKIC_0001604
spec5926	UKIC	Typocerus velutinus (Olivier, 1800)	Typocerus	velutinus	Typocerus_velutinus	Lepturinae	Lepturini	Rowan	Big Perry [Road]	7/18/84	7/18/84	1984	7	18	T Ramsey	1			38.2611	-83.3782	3000	Collected from daisy		UKIC_0001460
spec5927	UKIC	Typocerus velutinus (Olivier, 1800)	Typocerus	velutinus	Typocerus_velutinus	Lepturinae	Lepturini	Rowan	Big Perry [Road]	7/18/84	7/18/84	1984	7	18	T Ramsey	1			38.2611	-83.3782	3000	Collected from Queen Anne's lace		UKIC_0001648
spec5928	UKIC	Typocerus velutinus (Olivier, 1800)	Typocerus	velutinus	Typocerus_velutinus	Lepturinae	Lepturini	Rowan	Big Perry [Road]	7/18/84	7/18/84	1984	7	18	T Ramsey	1			38.2611	-83.3782	3000	Collected from Viburnum		UKIC_0001323
spec5929	UKIC	Typocerus velutinus (Olivier, 1800)	Typocerus	velutinus	Typocerus_velutinus	Lepturinae	Lepturini	Rowan	Big Perry [Road]	7/18/84	7/18/84	1984	7	18	T Ramsey	1			38.2611	-83.3782	3000	Collected from Viburnum		UKIC_0001617
spec5930	UKIC	Typocerus velutinus (Olivier, 1800)	Typocerus	velutinus	Typocerus_velutinus	Lepturinae	Lepturini	Rowan	Big Perry [Road]	7/18/84	7/18/84	1984	7	18	T Ramsey	1			38.2611	-83.3782	3000	Collected from Viburnum		UKIC_0002322
spec5931	UKIC	Typocerus velutinus (Olivier, 1800)	Typocerus	velutinus	Typocerus_velutinus	Lepturinae	Lepturini	Rowan	Little Perry	6/6/85	6/6/85	1985	6	6	T Ramsey	1			38.2542	-83.3546	1500	Collected from Vibernum flowers		UKIC_0001467
spec5932	UKIC	Typocerus velutinus (Olivier, 1800)	Typocerus	velutinus	Typocerus_velutinus	Lepturinae	Lepturini	Rowan	Clack Mountain	6/11/85	6/11/85	1985	6	11	T Ramsey	1			38.126194	-83.411016	1807	Collected from Vibernum flowers		UKIC_0001333
spec5933	UKIC	Typocerus velutinus (Olivier, 1800)	Typocerus	velutinus	Typocerus_velutinus	Lepturinae	Lepturini	Rowan	Clack Mountain	6/11/85	6/11/85	1985	6	11	T Ramsey	1			38.126194	-83.411016	1807	Collected from Vibernum flowers		UKIC_0001310
spec5934	UKIC	Typocerus velutinus (Olivier, 1800)	Typocerus	velutinus	Typocerus_velutinus	Lepturinae	Lepturini	Rowan	Lower Lick Fork	6/17/85	6/17/85	1985	6	17	T Ramsey	1			38.0713	-83.409	2000	Collected from Vibernum flowers		UKIC_0002390
spec5935	iNat	Typocerus velutinus (Olivier, 1800)	Typocerus	velutinus	Typocerus_velutinus	Lepturinae	Lepturini	Trigg	Cadiz: Long Creek	6/4/19	6/4/19	2019	6	4	staky	1			36.8957333	-88.051139	10	Photo only		26402450
spec5936	UKIC	Typocerus velutinus (Olivier, 1800)	Typocerus	velutinus	Typocerus_velutinus	Lepturinae	Lepturini	Wayne	Wolf Creek Lake	6/5/52	6/5/52	1952	6	5	BL Monroe	1			36.907	-84.913	15000			UKIC_0001565
spec5937	UKIC	Typocerus velutinus (Olivier, 1800)	Typocerus	velutinus	Typocerus_velutinus	Lepturinae	Lepturini	Wayne	Wolf Creek Lake	7/8/52	7/8/52	1952	7	8	BL Monroe	1			36.907	-84.913	15000			UKIC_0002088
spec5938	iNat	Typocerus velutinus (Olivier, 1800)	Typocerus	velutinus	Typocerus_velutinus	Lepturinae	Lepturini	Wayne	Wayne County	7/18/21	7/18/21	2021	7	18	nerdlife321	1			36.7583655	-84.856793	36795	Photo only		87609116
spec5939	UKIC	Typocerus velutinus (Olivier, 1800)	Typocerus	velutinus	Typocerus_velutinus	Lepturinae	Lepturini	Whitley_Knox	Corbin	6/28/45	6/28/45	1945	6	28	Paul O Ritcher, LH Townsend	1			36.948699	-84.096876	5554			UKIC_0001862
spec5940	CMNH	Typocerus zebra (Olivier, 1800) 	Typocerus	zebra	Typocerus_zebra	Lepturinae	Lepturini	Christian	Pennyrile State Forest, FR 20, 1.2 mi N of FR 30	6-Jun-03	6/6/03	2003	6	6	LC Koehn	1			37.085	-87.687	8000			
spec5941	EGCCRC	Typocerus zebra (Olivier, 1800) 	Typocerus	zebra	Typocerus_zebra	Lepturinae	Lepturini	Christian	Pennyrile State Forest, No Outlet Road	6/28/15	6/28/15	2015	6	28	Eric G. Chapman, Matthew Savage	1			37.1403	-87.6743		Net		EGCCRC_001639
spec5942	UKIC	Typocerus zebra (Olivier, 1800) 	Typocerus	zebra	Typocerus_zebra	Lepturinae	Lepturini	Hopkins	Pennyrile State Forest, along McKnight Road	5/31/03	5/31/03	2003	5	31	Charles V Covelle, Jr	1			37.1459	-87.6421	2400			UKIC_0002165
spec5943	EGCCRC	Typocerus zebra (Olivier, 1800) 	Typocerus	zebra	Typocerus_zebra	Lepturinae	Lepturini	Laurel	Along SR 192, E of Baldrock	6/5/10	6/5/10	2010	6	5	Eric G. Chapman	1			37.017	-84.307833		Collected from flowering milkweed		EGCCRC_001591
spec5944	JMLC	Typocerus zebra (Olivier, 1800) 	Typocerus	zebra	Typocerus_zebra	Lepturinae	Lepturini	Laurel	Daniel Boone National Forest, Craig's Creek Road	5-VI-2010	6/5/10	2010	6	5	JM Leavengood, Jr., EG Chapman & M Spelman	1	36 59.173'	84 15.086' 	36.9862	-84.2514				
spec5945	ABRC	Typocerus zebra (Olivier, 1800) 	Typocerus	zebra	Typocerus_zebra	Lepturinae	Lepturini	Madison	Berea College Forest: Horse Cove Rd area	5/20-5/27/2013	5/27/13	2013	5	27	EG Chapman & S Stedenfeld	1	37.57452	-84.21942	37.57452	-84.21942		Malaise trap		
spec5946	ABRC	Typocerus zebra (Olivier, 1800) 	Typocerus	zebra	Typocerus_zebra	Lepturinae	Lepturini	Madison	Berea College Forest: Cowbell Creek Area	5/27-6/3/2013	6/3/13	2013	6	3	EG Chapman & S Stedenfeld	1	37.54445	-84.2289	37.54445	-84.2289		Malaise trap		
spec5947	ABRC	Typocerus zebra (Olivier, 1800) 	Typocerus	zebra	Typocerus_zebra	Lepturinae	Lepturini	Madison	Berea College Forest: Horse Cove Rd area	5/27-6/3/2013	6/3/13	2013	6	3	EG Chapman & S Stedenfeld	2	37.57209	-84.21702	37.57209	-84.21702		Malaise trap		
spec5948	ABRC	Typocerus zebra (Olivier, 1800) 	Typocerus	zebra	Typocerus_zebra	Lepturinae	Lepturini	Madison	Berea College Forest: Horse Cove Rd area	5/27-6/3/2013	6/3/13	2013	6	3	EG Chapman & S Stedenfeld	2	37.57209	-84.21702	37.57209	-84.21702		Malaise trap		
spec5949	ABRC	Typocerus zebra (Olivier, 1800) 	Typocerus	zebra	Typocerus_zebra	Lepturinae	Lepturini	Madison	Berea College Forest: Horse Cove Rd area	5/27-6/3/2013	6/3/13	2013	6	3	EG Chapman & S Stedenfeld	1	37.5719	-84.22067	37.5719	-84.22067		Malaise trap		
spec5950	ABRC	Typocerus zebra (Olivier, 1800) 	Typocerus	zebra	Typocerus_zebra	Lepturinae	Lepturini	Madison	Berea College Forest: Horse Cove Rd area	6/10-6/17/2013	6/17/13	2013	6	17	EG Chapman & S Stedenfeld	1	37.57232	-84.22051	37.57232	-84.22051		Malaise trap		
spec5951	ABRC	Typocerus zebra (Olivier, 1800) 	Typocerus	zebra	Typocerus_zebra	Lepturinae	Lepturini	Madison	Berea College Forest: Cowbell Creek Area	6/3-10/2013	4/10/13	2013	6	10	EG Chapman & S Stedenfeld	1	37.55123	-84.2269	37.55123	-84.2269		Malaise trap		
spec5952	iNat	Typocerus zebra (Olivier, 1800) 	Typocerus	zebra	Typocerus_zebra	Lepturinae	Lepturini	Nelson	Trappist	6/15/21	6/15/21	2021	6	15	hunts_nh	1			37.6516419	-85.579119	1717	Photo only		83211415
spec5953	UKIC	Typocerus zebra (Olivier, 1800) 	Typocerus	zebra	Typocerus_zebra	Lepturinae	Lepturini	Rowan	Clack Mountain	6/13/85	6/13/85	1985	6	13	T Ramsey	1			38.1261	-83.4111	500	Collected from Rhus glabra flower		UKIC_0001396
spec5954	XEUC	Urgleptes facetus (Say, 1826)	Urgleptes	facetus	Urgleptes_facetus	Lamiinae	Acanthocinini	Campbell	St. Anne's Woods & Wetlands	1-8-VI-2017	6/8/17	2017	6	8	S Estes et al.	1			39.03658	-84.37083		Trap baited with Melange		
spec5955	XEUC	Urgleptes facetus (Say, 1826)	Urgleptes	facetus	Urgleptes_facetus	Lamiinae	Acanthocinini	Campbell	St. Anne's Woods & Wetlands	9-16-VI-2017	6/16/17	2017	6	16	S Estes et al.	1			39.03658	-84.37083		Trap baited with Melange		
spec5956	XEUC	Urgleptes facetus (Say, 1826)	Urgleptes	facetus	Urgleptes_facetus	Lamiinae	Acanthocinini	Campbell	St. Anne's Woods & Wetlands	15-22-VI-2017	6/22/17	2017	6	22	S Estes et al.	3			39.03658	-84.37083		Trap baited with Melange		
spec5957	XEUC	Urgleptes facetus (Say, 1826)	Urgleptes	facetus	Urgleptes_facetus	Lamiinae	Acanthocinini	Campbell	St. Anne's Woods & Wetlands	15-22-VI-2017	6/22/17	2017	6	22	S Estes et al.	3			39.03658	-84.37083		Trap baited with Melange		
spec5958	XEUC	Urgleptes facetus (Say, 1826)	Urgleptes	facetus	Urgleptes_facetus	Lamiinae	Acanthocinini	Campbell	St. Anne's Woods & Wetlands	15-22-VI-2017	6/22/17	2017	6	22	S Estes et al.	3			39.03658	-84.37083		Trap baited with Melange		
spec5959	XEUC	Urgleptes facetus (Say, 1826)	Urgleptes	facetus	Urgleptes_facetus	Lamiinae	Acanthocinini	Campbell	St. Anne's Woods & Wetlands	22-29-VI-2017	6/29/17	2017	6	29	S Estes et al.	1			39.03658	-84.37083		Trap baited with Melange		
spec5960	XEUC	Urgleptes facetus (Say, 1826)	Urgleptes	facetus	Urgleptes_facetus	Lamiinae	Acanthocinini	Campbell	St. Anne's Woods & Wetlands	30-VI-7-VII-2017	7/7/17	2017	7	7	S Estes et al.	2			39.03658	-84.37083		Trap baited with Melange		
spec5961	XEUC	Urgleptes facetus (Say, 1826)	Urgleptes	facetus	Urgleptes_facetus	Lamiinae	Acanthocinini	Campbell	St. Anne's Woods & Wetlands	30-VI-7-VII-2017	7/7/17	2017	7	7	S Estes et al.	2			39.03658	-84.37083		Trap baited with Melange		
spec5962	XEUC	Urgleptes facetus (Say, 1826)	Urgleptes	facetus	Urgleptes_facetus	Lamiinae	Acanthocinini	Campbell	St. Anne's Woods & Wetlands	21-28-VII-2017	7/28/17	2017	7	28	S Estes et al.	2			39.03658	-84.37083		Trap baited with Melange		
spec5963	XEUC	Urgleptes facetus (Say, 1826)	Urgleptes	facetus	Urgleptes_facetus	Lamiinae	Acanthocinini	Campbell	St. Anne's Woods & Wetlands	21-28-VII-2017	7/28/17	2017	7	28	S Estes et al.	2			39.03658	-84.37083		Trap baited with Melange		
spec5964	XEUC	Urgleptes facetus (Say, 1826)	Urgleptes	facetus	Urgleptes_facetus	Lamiinae	Acanthocinini	Campbell	St. Anne's Woods & Wetlands	2-9-VIII-2017	8/9/17	2017	8	9	S Estes et al.	1			39.03658	-84.37083		Trap baited with Melange		
spec5965	XEUC	Urgleptes facetus (Say, 1826)	Urgleptes	facetus	Urgleptes_facetus	Lamiinae	Acanthocinini	Campbell	St. Anne's Woods & Wetlands	12-19-VI-2018	6/19/18	2018	6	19	S Estes et al.	1			39.0340023	-84.372607		Trap baited with Melange		
spec5966	XEUC	Urgleptes facetus (Say, 1826)	Urgleptes	facetus	Urgleptes_facetus	Lamiinae	Acanthocinini	Campbell	St. Anne's Woods & Wetlands	18-25-VI-2018	6/25/18	2018	6	25	s Estes et al.	2			39.0340023	-84.372607		Trap baited with Melange		
spec5967	XEUC	Urgleptes facetus (Say, 1826)	Urgleptes	facetus	Urgleptes_facetus	Lamiinae	Acanthocinini	Campbell	St. Anne's Woods & Wetlands	18-25-VI-2018	6/25/18	2018	6	25	s Estes et al.	2			39.0340023	-84.372607		Trap baited with Melange		
spec5968	XEUC	Urgleptes facetus (Say, 1826)	Urgleptes	facetus	Urgleptes_facetus	Lamiinae	Acanthocinini	Campbell	St. Anne's Woods & Wetlands	18-25-VI-2018	6/25/18	2018	6	25	S Estes et al.	1			39.0340023	-84.372607		Trap baited with Trichoferone		
spec5969	XEUC	Urgleptes facetus (Say, 1826)	Urgleptes	facetus	Urgleptes_facetus	Lamiinae	Acanthocinini	Campbell	St. Anne's Woods & Wetlands	9-15-VII-2018	7/15/18	2018	7	15	S Estes et al.	1			39.0340023	-84.372607		Trap baited with Melange		
spec5970	XEUC	Urgleptes facetus (Say, 1826)	Urgleptes	facetus	Urgleptes_facetus	Lamiinae	Acanthocinini	Campbell	St. Anne's Woods & Wetlands	23-30-VII-2018	7/30/18	2018	7	30	S Estes et al.	1			39.0340023	-84.372607		Trap baited with Melange		
spec5971	UKIC	Urgleptes facetus (Say, 1826)	Urgleptes	facetus	Urgleptes_facetus	Lamiinae	Acanthocinini	Fayette	Lexington	1894-06-13	1894-06-13	1894	6	13	Harrison H Garman	1			38.048	-84.505	15000			UKIC_0002443
spec5972	EGCCRC	Urgleptes facetus (Say, 1826)	Urgleptes	facetus	Urgleptes_facetus	Lamiinae	Acanthocinini	Madison	The Bull	6/14/12	6/14/12	2012	6	14	Stephanie Stoelb	1			37.8819	-84.3555		Malaise trap		EGCCRC_001364
spec5973	JMLC	Urgleptes facetus (Say, 1826)	Urgleptes	facetus	Urgleptes_facetus	Lamiinae	Acanthocinini	Owen	Herndon Farm, 153 m elev	26-VI-2-VII-2009	7/2/09	2009	7	2	Boring, Clutts, Yu, Sharkey & Leavengood	1			38.558	-84.992		Malaise trap		
spec5974	EGCCRC	Urgleptes facetus (Say, 1826)	Urgleptes	facetus	Urgleptes_facetus	Lamiinae	Acanthocinini	Whitley	Kesheimer Cabin	6/28/10	6/28/10	2010	6	28	Adam Kesheimer	1			36.8852	-84.1783		Malaise trap		EGCCRC_001371
spec5975	XEUC	Urgleptes querci (Fitch, 1858)	Urgleptes	querci	Urgleptes_querci	Lamiinae	Acanthocinini	Campbell	St. Anne's Woods & Wetlands	18-25-VI-2018	6/25/18	2018	6	25	S Estes et al.	1			39.0340023	-84.372607		Trap baited with Trichoferone		
spec5976	XEUC	Urgleptes querci (Fitch, 1858)	Urgleptes	querci	Urgleptes_querci	Lamiinae	Acanthocinini	Campbell	St. Anne's Woods & Wetlands	15-22-VI-2021	6/22/21	2021	6	22	M Bidinger et al.	1			39.03658	-84.37083		Trap baited with Melange		
